Spectral_Type,Object_Name,Source_Designation,SpeX_Classification,Wavelength_um,Normalized_Flux,Telluric_Region,Normalization_Region
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.90618,0.43519423659894857,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.9097,0.4075744733954877,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.91322,0.45097417285003405,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.91674,0.4604130160100251,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.92024,0.4394827290359147,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.92375,0.42235735790387746,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.92725,0.4436984249962302,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.93074,0.4313165242802248,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.93423,0.42020986184268677,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.93771,0.41325779832256115,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.94119,0.40589235481002717,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.94466,0.40272180826448,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.94813,0.382006010909072,True,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.95159,0.38725905666165755,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.95505,0.3841522070331796,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.95851,0.3839819152753007,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.96196,0.39383023861645094,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.9654,0.3915137507344644,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.96884,0.40149336772100225,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.97227,0.39249780310632965,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.9757,0.39058559565717016,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.97913,0.3683540716629315,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.98255,0.35127029851755176,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.98596,0.34373196337297274,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.98937,0.35031484476151353,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.99278,0.35487502404883603,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.99618,0.34114248870354674,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,1.99957,0.35027064690069,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,2.00297,0.3587488365563107,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,2.00635,0.3514821882620881,False,False
L0,2MASP J0345432+254023,J03454316+2540233,L0.0,2.00973,0.3361364309967398,False,False
